,id,slot,upgrade_current,primary,inate,sub1,sub2,sub3,sub4,rarity,nb_stars,type,grind,effi_stats,effi_real
438,30950061752,6,15, % ATK,, % Dmg crit, % HP, ATK, % Accuracy,Héroïque,6,Fatale,41.66,59.0,58.59
439,40755810574,3,9, DEF, % Tx. crit, % DEF, VIT, HP,,Héroïque,6,Destruction,0.0,64.67,58.58
440,37473052820,2,15, VIT,, % DEF, DEF, % Accuracy, % Dmg crit,Héroïque,6,Endurance,0.0,64.66,58.58
441,28382059124,5,15, HP, % DEF, % HP, VIT, % Tx. crit, DEF,Héroïque,6,Gardian,70.0,61.03,58.57
442,39121279541,2,15, VIT,, % HP, % DEF, % Tx. crit, % Res,Héroïque,6,Violent,55.0,63.63,58.57
443,41804875153,6,12, % HP,, % Accuracy, VIT, % DEF, % ATK,Legend,6,Revenge,0.0,64.64,58.56
444,40781859169,2,15, % ATK,, % Tx. crit, % Dmg crit, % HP, VIT,Héroïque,6,Nemesis,75.0,58.53,58.53
445,39060124100,5,12, HP,, % Dmg crit, % HP, % Accuracy, % Res,Legend,6,Nemesis,0.0,64.56,58.49
446,41917272969,5,15, HP,, % HP, % Res, VIT, % Accuracy,Héroïque,6,Energy,0.0,64.52,58.45
447,40628531747,4,15, % DEF, HP, % HP, VIT, % Tx. crit, ATK,Héroïque,6,Gardian,0.0,64.51,58.44
448,26777504260,2,15, % ATK,, VIT, % Tx. crit, % Dmg crit, ATK,Héroïque,5,Fatale,0.0,64.5,58.43
449,37592389389,2,9, % DEF, DEF, % Accuracy, % Res, % Dmg crit,,Héroïque,6,Gardian,0.0,64.49,58.42
450,29281019934,6,15, % ATK, HP, % Tx. crit, % HP, % DEF, VIT,Rare,6,Swift,35.0,63.47,58.41
451,38928344808,5,9, HP, VIT, % Res, % HP, % ATK, % Accuracy,Legend,6,Destruction,0.0,64.42,58.36
452,39159271112,1,12, ATK, HP, % ATK, % HP, % Tx. crit, % Accuracy,Héroïque,6,Violent,60.0,64.4,58.34
453,40595299265,6,15, % ATK,, % Tx. crit, % Dmg crit, VIT, ATK,Héroïque,6,Violent,0.0,64.33,58.27
454,36362915561,2,15, VIT, % HP, % Accuracy, % ATK, % DEF, DEF,Héroïque,6,Energy,55.0,62.34,58.18
455,40360864335,6,15, % HP,, VIT, % Res, % DEF, DEF,Legend,6,Endurance,0.0,64.2,58.16
456,38884862833,3,9, DEF, % Dmg crit, % HP, % Tx. crit, VIT,,Héroïque,6,Will,0.0,64.16,58.12
457,40585313881,4,9, % HP, HP, % Tx. crit, % ATK, DEF,,Héroïque,6,Proctection,0.0,64.15,58.11
458,27304679579,1,12, ATK, % HP, VIT, % Tx. crit, % Dmg crit, % ATK,Héroïque,5,Swift,60.0,59.25,58.11
459,37665653994,1,12, ATK, % Dmg crit, VIT, % HP, HP, % Accuracy,Héroïque,6,Proctection,80.0,64.21,58.08
460,41064723369,3,9, DEF, % HP, % Tx. crit, % DEF, % Dmg crit,,Héroïque,6,Focus,0.0,64.06,58.03
461,30925026724,3,12, DEF, % Dmg crit, % Accuracy, % HP, VIT, % Res,Legend,6,Violent,0.0,64.04,58.02
462,35971352110,1,12, ATK,, VIT, % Dmg crit, % Accuracy, HP,Héroïque,6,Combat,33.63,62.19,57.99
463,41934066840,5,12, HP,, VIT, % HP, ATK, % ATK,Legend,6,Amelio,0.0,63.94,57.92
464,30915739412,5,12, HP,, % Tx. crit, VIT, % Res, % ATK,Legend,5,Violent,0.0,63.91,57.9
465,36446758042,5,12, HP,, % ATK, % Accuracy, % Dmg crit, % Res,Legend,6,Lame,0.0,63.86,57.85
466,38996200230,3,12, DEF,, % Dmg crit, % DEF, % HP, % Res,Héroïque,6,Nemesis,0.0,63.86,57.85
467,28265854037,6,12, % HP,, VIT, % Tx. crit, % ATK, HP,Héroïque,5,Revenge,0.0,63.82,57.82
468,38935845633,4,9, % ATK, ATK, % Tx. crit, HP, % Dmg crit, % Res,Legend,6,Nemesis,0.0,63.78,57.77
469,39222314033,5,15, HP,, % Tx. crit, DEF, % Dmg crit, % Accuracy,Héroïque,6,Revenge,0.0,63.74,57.75
470,37585510271,1,15, ATK,, % Tx. crit, % Dmg crit, VIT, % ATK,Héroïque,6,Violent,0.0,63.69,57.7
471,40595241309,6,12, % Res,, HP, % HP, % ATK, % Tx. crit,Legend,6,Violent,0.0,63.65,57.66
472,36446691369,5,12, HP,, ATK, % HP, % DEF, % Res,Héroïque,6,Energy,30.0,64.03,57.61
473,27294407714,6,15, % HP,, % Res, % DEF, % Accuracy, HP,Rare,6,Despair,71.63,54.21,57.59
474,31140433095,5,9, HP, ATK, VIT, % Res, % ATK,,Héroïque,6,Vampire,0.0,63.49,57.52
475,38895265133,3,12, DEF,, % DEF, VIT, % Accuracy, % HP,Héroïque,6,Will,60.0,61.57,57.47
476,36043231761,5,15, HP, % Tx. crit, VIT, % DEF, % Dmg crit, % HP,Rare,6,Combat,49.99,57.91,57.43
477,39049204353,4,12, % Tx. crit,, VIT, % ATK, % DEF, DEF,Héroïque,6,Will,0.0,63.39,57.43
478,39252147174,4,15, % HP,, % Tx. crit, % DEF, VIT, % Res,Héroïque,6,Proctection,60.0,61.15,57.38
479,40315665123,5,9, HP, % Accuracy, % Tx. crit, % ATK, % HP,,Héroïque,6,Endurance,0.0,63.16,57.22
480,36294677700,5,12, HP,, % DEF, % ATK, VIT, ATK,Héroïque,6,Swift,0.0,63.12,57.18
481,39128192062,2,15, % ATK,, VIT, DEF, % Dmg crit, % Res,Legend,6,Violent,0.0,63.09,57.16
482,31208901622,3,9, DEF, VIT, % Accuracy, % Tx. crit, % Dmg crit,,Héroïque,6,Energy,0.0,63.05,57.12
483,28572597697,1,15, ATK, % Accuracy, HP, VIT, % Dmg crit, % ATK,Héroïque,6,Violent,60.0,59.11,57.12
484,27177453834,6,15, % HP,, VIT, % DEF, DEF, % Tx. crit,Héroïque,6,Violent,52.22,56.63,57.11
485,39219327430,1,9, ATK, % Accuracy, VIT, % Dmg crit, % Tx. crit, HP,Legend,6,Focus,0.0,63.03,57.1
486,40681217579,2,15, % HP, VIT, % DEF, % Res, % Accuracy, ATK,Héroïque,6,Vampire,0.0,63.02,57.09
487,36060664374,4,15, % Dmg crit,, % ATK, DEF, % Tx. crit, % DEF,Rare,6,Will,54.44,56.21,57.09
488,38927814625,4,15, % Dmg crit, % HP, % DEF, % Tx. crit, % ATK, ATK,Legend,6,Will,30.0,66.92,57.08
489,26864174240,1,12, ATK,, % ATK, % HP, HP, % Accuracy,Legend,5,Violent,0.0,62.99,57.07
490,26726141016,6,15, % ATK,, % Accuracy, % HP, % Dmg crit, % Tx. crit,Legend,6,Fatale,50.0,61.66,57.04
491,40595280226,1,15, ATK,, % ATK, % HP, VIT, HP,Héroïque,6,Violent,0.0,62.96,57.04
492,39297508524,3,9, DEF, VIT, % HP, % Accuracy, % DEF,,Héroïque,6,Revenge,0.0,62.95,57.03
493,36233372665,5,9, HP, % Res, VIT, % Dmg crit, % DEF,,Héroïque,6,Rage,0.0,62.9,56.98
494,39266996612,1,12, ATK,, % HP, % Accuracy, % ATK, % Tx. crit,Legend,6,Gardian,0.0,62.88,56.96
495,37009451244,4,11, % Dmg crit, % DEF, % HP, % Accuracy, % ATK, ATK,Legend,6,Combat,0.0,62.85,56.94
496,38996738530,5,12, HP,, % DEF, % Dmg crit, % Tx. crit, % HP,Héroïque,6,Rage,50.0,61.83,56.93
497,37263912852,1,12, ATK,, % ATK, % Res, HP, % HP,Legend,6,Violent,50.0,61.49,56.89
498,37563300790,3,6, DEF, % Accuracy, % DEF, VIT, HP, % Res,Legend,6,Proctection,0.0,62.79,56.88
499,27276971839,5,15, HP,, % Tx. crit, % ATK, % Dmg crit, % Res,Héroïque,6,Despair,0.0,62.73,56.82
500,39061061553,5,15, HP,, % Tx. crit, % HP, VIT, % DEF,Héroïque,6,Vampire,50.0,58.67,56.78
501,28549925800,1,12, ATK,, % HP, % Tx. crit, VIT, % ATK,Héroïque,6,Gardian,80.0,61.61,56.77
502,42061982002,4,15, % HP,, HP, VIT, ATK, % Tx. crit,Héroïque,6,Endurance,0.0,62.59,56.7
503,27007802114,5,12, HP,, % ATK, % Dmg crit, % HP, % Res,Héroïque,6,Energy,0.0,62.55,56.67
504,42016837492,2,15, % ATK,, % HP, % Tx. crit, % Dmg crit, ATK,Héroïque,6,Swift,0.0,62.55,56.66
505,40667168236,5,15, HP, % DEF, % HP, % ATK, % Tx. crit, ATK,Héroïque,6,Will,0.0,62.51,56.63
506,40279871575,3,12, DEF,, % Dmg crit, % Tx. crit, % HP, % DEF,Héroïque,6,Revenge,0.0,62.47,56.59
507,38972506719,4,15, % HP,, % Tx. crit, VIT, % Res, ATK,Héroïque,6,Destruction,0.0,62.47,56.59
508,29192045585,3,12, DEF,, % DEF, % HP, % Accuracy, HP,Héroïque,5,Violent,0.0,62.45,56.57
509,37608598635,4,15, % Dmg crit,, HP, % ATK, % Tx. crit, % HP,Héroïque,6,Rage,55.0,54.43,56.53
510,31128264115,3,15, DEF,, % Tx. crit, % Accuracy, % DEF, HP,Héroïque,6,Determination,40.0,63.26,56.52
511,27063732630,3,12, DEF,, HP, VIT, % HP, % Accuracy,Legend,5,Swift,0.0,62.38,56.51
512,41994057070,2,9, % HP, HP, % DEF, % Accuracy, % Res,,Héroïque,6,Revenge,0.0,62.35,56.48
513,36370258702,2,15, VIT,, % Accuracy, % DEF, % Dmg crit, % ATK,Rare,6,Will,60.0,55.68,56.48
514,28748341639,4,12, % Dmg crit,, VIT, % Accuracy, ATK, % HP,Legend,5,Combat,35.0,61.47,56.42
515,39234225143,4,12, % HP,, % Dmg crit, % ATK, DEF, VIT,Legend,6,Revenge,0.0,62.27,56.42
516,27318665896,5,12, HP, % Res, % Accuracy, % ATK, % HP, VIT,Rare,6,Despair,0.0,62.26,56.4
517,30947354205,1,12, ATK,, % Dmg crit, HP, % Accuracy, % ATK,Legend,6,Fatale,0.0,62.25,56.4
518,28068387974,1,15, ATK,, % ATK, % Tx. crit, VIT, % HP,A Héroïqie,16,Energy,0.0,62.2,56.35
519,27142092037,5,15, HP,, % Dmg crit, % DEF, % Tx. crit, % HP,Héroïque,6,Fatale,55.0,59.94,56.27
520,27120094757,3,15, DEF,, % Dmg crit, % HP, % Tx. crit, VIT,Héroïque,6,Energy,30.0,63.12,56.27
521,30925026721,3,12, DEF,, HP, % Tx. crit, % DEF, % Dmg crit,Legend,6,Violent,0.0,62.09,56.25
522,36552369993,3,12, DEF,, VIT, % Dmg crit, % HP, % Tx. crit,Héroïque,6,Swift,0.0,62.09,56.25
523,36026655164,4,15, % DEF,, % Res, % HP, % Tx. crit, % ATK,Legend,6,Will,0.0,62.03,56.2
524,40638556584,2,9, % DEF, % Dmg crit, % Tx. crit, % ATK, VIT, DEF,Legend,6,Proctection,0.0,61.97,56.14
525,40944670014,6,15, % Res,, % HP, % DEF, VIT, % Tx. crit,Héroïque,6,Will,0.0,61.91,56.08
526,31158586177,3,15, DEF,, % Tx. crit, % HP, % DEF, % Dmg crit,Héroïque,6,Combat,0.0,61.91,56.08
527,36830363412,5,12, HP, % ATK, VIT, % Accuracy, % Tx. crit, % Res,Héroïque,6,Despair,0.0,61.81,56.0
528,27157563650,4,15, % ATK, % Dmg crit, % Accuracy, ATK, VIT, HP,Héroïque,6,Fatale,0.0,61.79,55.98
529,36905230131,5,12, HP,, % Tx. crit, % DEF, % Accuracy, % HP,Legend,5,Determination,60.0,57.07,55.97
530,37307363424,4,10, % Tx. crit,, % Dmg crit, % Accuracy, ATK, % HP,Legend,6,Will,0.0,61.71,55.9
531,39155271237,2,9, % ATK, HP, % HP, % DEF, % Accuracy,,Héroïque,6,Violent,0.0,61.7,55.89
532,40992631250,4,9, % Dmg crit, % ATK, % Res, % HP, % DEF,,Héroïque,6,Destruction,0.0,61.64,55.84
533,27914816534,4,12, % Dmg crit, % HP, ATK, % DEF, % Accuracy, DEF,Héroïque,6,Lame,0.0,61.59,55.8
534,37582872632,4,9, % Tx. crit, % ATK, VIT, % Res, % DEF,,Héroïque,6,Gardian,0.0,61.57,55.78
535,28998075937,2,15, % HP, % ATK, % Tx. crit, % Accuracy, % DEF, % Res,Rare,6,Violent,60.0,56.9,55.75
536,27120860292,3,15, DEF, % Accuracy, % HP, HP, % DEF, % Res,Héroïque,6,Swift,0.0,61.54,55.75
537,28552774409,1,15, ATK,, % Dmg crit, % Tx. crit, % Res, % Accuracy,Rare,6,Revenge,0.0,61.51,55.73
538,40657639632,1,15, ATK, % Dmg crit, HP, VIT, % ATK, % Res,Héroïque,6,Will,0.0,61.51,55.72
539,27441039704,1,12, ATK,, % Tx. crit, HP, VIT, % HP,Héroïque,6,Fatale,0.0,61.51,55.72
540,39868494895,1,9, ATK, % HP, % Res, % Tx. crit, VIT, % Accuracy,Legend,6,Violent,0.0,61.49,55.7
541,40614871410,5,9, HP, % Res, DEF, VIT, % HP,,Héroïque,6,Gardian,0.0,61.49,55.7
542,42064705327,5,15, HP,, % HP, VIT, % Res, % DEF,Héroïque,6,Violent,0.0,61.45,55.66
543,27115603961,1,15, ATK,, HP, % Dmg crit, % Tx. crit, % ATK,Héroïque,6,Lame,0.0,61.42,55.64
544,31158670222,2,12, VIT, HP, % ATK, % DEF, % Dmg crit, DEF,Héroïque,5,Combat,40.0,63.66,55.59
545,39174012448,4,9, % ATK, % Res, VIT, % DEF, HP, % Dmg crit,Legend,6,Focus,0.0,61.35,55.58
546,27037485195,4,15, % Dmg crit,, % DEF, VIT, % ATK, % Tx. crit,Rare,6,Lame,75.0,52.61,55.55
547,38959915676,3,9, DEF, % DEF, % Res, % Tx. crit, % Accuracy, VIT,Legend,6,Destruction,0.0,61.31,55.54
548,31675413292,1,12, ATK,, % Dmg crit, VIT, % Tx. crit, % ATK,Héroïque,6,Vampire,45.0,56.06,55.46
549,39357626346,1,9, ATK,, VIT, % ATK, % HP,,Héroïque,6,Focus,0.0,61.19,55.43
550,38871796951,2,9, % HP,, % Res, VIT, % Tx. crit, ATK,Legend,6,Destruction,0.0,61.15,55.4
551,37269151591,2,12, % DEF,, VIT, % HP, % Accuracy, HP,Héroïque,6,Will,80.0,58.05,55.36
552,28192020246,4,15, % HP,, VIT, % Res, % DEF, % Accuracy,Héroïque,6,Lame,55.0,55.34,55.35
553,38945987480,3,9, DEF, % Tx. crit, VIT, % HP, % Dmg crit,,Héroïque,6,Nemesis,0.0,61.1,55.35
554,26682210837,3,15, DEF,, % Tx. crit, % Dmg crit, VIT, % Res,Rare,6,Fatale,60.0,58.31,55.29
555,27935756200,6,15, % ATK, DEF, % Dmg crit, % Tx. crit, VIT, % Accuracy,Héroïque,5,Swift,0.0,61.01,55.27
556,36309154762,6,15, % ATK, VIT, % HP, % Tx. crit, % Dmg crit, DEF,Rare,6,Swift,0.0,61.0,55.26
557,37597478550,6,15, % ATK,, % Dmg crit, % HP, % Tx. crit, % Accuracy,Héroïque,6,Proctection,40.0,60.7,55.25
558,28552774413,3,15, DEF,, % Tx. crit, VIT, % Dmg crit, % Res,Rare,6,Vampire,60.0,59.4,55.24
559,28423488463,5,15, HP, ATK, % Accuracy, VIT, % HP, % Tx. crit,Héroïque,6,Violent,55.0,59.22,55.19
560,37120905903,6,15, % DEF, % Tx. crit, % Dmg crit, % Accuracy, VIT, % HP,Rare,6,Determination,65.0,53.67,55.18
561,39118295980,1,9, ATK, % Tx. crit, VIT, % HP, % ATK,,Héroïque,6,Focus,0.0,60.89,55.16
562,37152694228,5,15, HP,, % Accuracy, % ATK, VIT, % Tx. crit,Héroïque,6,Amelio,80.0,61.23,55.13
563,40595398101,3,12, DEF,, % HP, % DEF, VIT, % Res,Legend,6,Violent,30.0,61.87,55.13
564,27441510686,2,15, VIT, % Accuracy, % ATK, % HP, DEF, HP,Héroïque,5,Swift,0.0,60.85,55.12
565,38887197885,5,9, HP, ATK, VIT, % ATK, % Accuracy,,Héroïque,6,Will,0.0,60.83,55.11
566,36989974734,3,15, DEF,, % Tx. crit, % DEF, % Accuracy, % HP,Rare,5,Determination,55.0,57.93,55.08
567,40597027627,2,9, VIT, % Res, % DEF, % HP, % ATK,,Héroïque,6,Focus,0.0,60.79,55.07
568,37707247577,4,15, % HP, ATK, % Res, VIT, % ATK, % DEF,Héroïque,6,Gardian,0.0,60.79,55.07
569,39260187861,2,15, VIT,, % HP, % Tx. crit, % Accuracy, % Dmg crit,Héroïque,6,Proctection,0.0,60.78,55.06
570,28493761631,1,12, ATK, % Dmg crit, VIT, % Tx. crit, HP, % HP,Rare,6,Proctection,60.0,58.01,55.02
571,39237027472,3,9, DEF, % Tx. crit, % Accuracy, % DEF, VIT,,Héroïque,6,Focus,0.0,60.67,54.96
572,42064998347,5,9, HP, % Tx. crit, % ATK, % HP, % DEF,,Héroïque,6,Proctection,0.0,60.67,54.96
573,36661424587,1,12, ATK,, VIT, % HP, % Dmg crit, % Res,Héroïque,6,Lame,0.0,60.6,54.9
574,38946759599,4,9, % DEF, % HP, VIT, % ATK, % Dmg crit,,Héroïque,6,Rage,0.0,60.59,54.89
575,42193075343,4,15, % Dmg crit,, % DEF, % HP, VIT, HP,Héroïque,6,Swift,0.0,60.56,54.86
576,40596855488,1,9, ATK, % Dmg crit, % ATK, % HP, VIT,,Héroïque,6,Revenge,0.0,60.54,54.84
577,39273707460,3,9, DEF, % HP, % Accuracy, VIT, % Dmg crit,,Héroïque,6,Violent,0.0,60.5,54.81
578,40354034366,3,9, DEF, VIT, % Res, % Accuracy, % HP,,Héroïque,6,Violent,0.0,60.5,54.81
579,37727081125,5,9, HP, % Dmg crit, % Accuracy, VIT, % Tx. crit,,Héroïque,6,Focus,0.0,60.47,54.78
580,39051193651,5,9, HP, % ATK, DEF, VIT, % Tx. crit,,Héroïque,6,Destruction,60.0,61.95,54.69
581,38967045020,4,15, % DEF,, HP, % HP, VIT, % Tx. crit,Héroïque,6,Nemesis,50.0,60.21,54.64
582,40308714918,6,12, % Res,, % Dmg crit, % Tx. crit, DEF, % Accuracy,Legend,6,Violent,0.0,60.31,54.64
583,27930350124,1,12, ATK,, % HP, % Res, % Accuracy, % Dmg crit,Legend,6,Energy,0.0,60.3,54.62
584,26879274626,5,15, HP,, % ATK, % Tx. crit, % HP, % DEF,Héroïque,6,Fatale,46.66,54.21,54.62
585,28233851505,2,15, % DEF, % Dmg crit, % ATK, % Tx. crit, % Accuracy, VIT,A Rare,16,Energy,0.0,60.28,54.61
586,41097493003,6,9, % HP,, ATK, % Res, % Tx. crit, % Dmg crit,Legend,6,Rage,0.0,60.27,54.6
587,28425181728,6,15, % ATK, % DEF, % Tx. crit, HP, ATK, % Accuracy,Rare,6,Revenge,70.54,55.86,54.58
588,36001628230,3,12, DEF, HP, % DEF, % HP, % Res, VIT,Héroïque,6,Will,45.0,57.78,54.58
589,36343918482,4,15, % HP, % Tx. crit, VIT, % DEF, ATK, % Accuracy,Rare,6,Swift,55.0,57.34,54.57
590,42064553662,4,9, % Tx. crit, ATK, % Dmg crit, % HP, % Res,,Héroïque,6,Revenge,0.0,60.22,54.55
591,27963868631,5,12, HP,, % ATK, % DEF, % Tx. crit, % Dmg crit,Héroïque,5,Vampire,55.0,52.58,54.51
592,27124772088,1,12, ATK,, HP, VIT, % Accuracy, % ATK,Héroïque,6,Despair,0.0,60.15,54.49
593,39023547261,1,9, ATK, % ATK, % Accuracy, % Dmg crit, % Tx. crit,,Héroïque,6,Will,0.0,60.11,54.45
594,27120521953,1,12, ATK, % Accuracy, VIT, HP, % HP, % Dmg crit,Rare,6,Energy,0.0,60.09,54.44
595,36195276540,5,15, HP,, % Tx. crit, VIT, % DEF, % Res,Rare,6,Will,65.0,55.38,54.4
596,38973940939,1,9, ATK, % ATK, VIT, % Dmg crit, % HP,,Héroïque,6,Nemesis,0.0,60.05,54.4
597,31672489857,5,15, HP,, % HP, % Res, VIT, ATK,Héroïque,6,Will,0.0,60.03,54.38
598,31142012921,5,15, HP,, % Tx. crit, % Dmg crit, % HP, VIT,Héroïque,5,Combat,30.0,61.01,54.37
599,36452142823,5,9, HP, % HP, % Tx. crit, VIT, % ATK,,Héroïque,6,Lame,0.0,59.89,54.26
600,36195069290,5,12, HP,, % Dmg crit, % Tx. crit, % Accuracy, DEF,Héroïque,6,Will,0.0,59.88,54.25
601,29153857949,6,12, % HP, % Accuracy, % Res, % DEF, VIT, DEF,Héroïque,6,Proctection,55.0,57.57,54.24
602,41071637135,3,9, DEF,, % Dmg crit, VIT, % Tx. crit,,Héroïque,6,Endurance,0.0,59.86,54.23
603,27177453831,3,12, DEF,, % HP, % Accuracy, HP, % DEF,Héroïque,6,Violent,0.0,59.83,54.2
604,29069802510,6,9, % ATK, HP, % Tx. crit, % HP, % Res, % DEF,Legend,6,Proctection,0.0,59.78,54.16
605,38949610678,4,9, % ATK, VIT, % DEF, % Tx. crit, % Accuracy,,Héroïque,6,Nemesis,0.0,59.75,54.13
606,41085081120,3,9, DEF, % HP, VIT, % Tx. crit, % Dmg crit,,Héroïque,6,Revenge,0.0,59.69,54.08
607,27563879529,6,15, % HP, % Dmg crit, % Res, HP, % Tx. crit, VIT,Héroïque,6,Swift,0.0,59.58,53.98
608,40639522547,3,6, DEF, % Tx. crit, % DEF, VIT, % HP, % Accuracy,Legend,6,Revenge,0.0,59.58,53.98
609,41614021488,3,6, DEF, % HP, % Tx. crit, % Accuracy, % DEF, % Dmg crit,Legend,6,Endurance,0.0,59.55,53.95
610,39232799686,1,9, ATK, % Tx. crit, % ATK, % Res, VIT,,Héroïque,6,Revenge,0.0,59.54,53.93
611,28424490800,5,9, HP, % HP, % DEF, VIT, % Accuracy,,Héroïque,6,Endurance,0.0,59.51,53.91
612,40932388057,5,12, HP,, % Accuracy, VIT, % DEF, % HP,Héroïque,6,Violent,0.0,59.42,53.83
613,40642788025,3,9, DEF, % Tx. crit, VIT, % Dmg crit, % Accuracy,,Héroïque,6,Will,0.0,59.41,53.82
614,26879274624,2,15, VIT,, % DEF, ATK, % HP, % Accuracy,Legend,5,Energy,45.0,58.77,53.81
615,27138473235,2,15, % HP, HP, % Accuracy, % DEF, VIT, % Res,Héroïque,5,Despair,55.0,56.15,53.81
616,27441919040,4,12, % HP,, % Dmg crit, % Res, DEF, % Tx. crit,Héroïque,5,Despair,0.0,59.39,53.8
617,28461970292,2,15, VIT, % Res, % ATK, % Accuracy, HP, DEF,Héroïque,6,Will,49.09,57.78,53.77
618,29012431700,5,9, HP, ATK, % Accuracy, VIT, % Tx. crit,,Héroïque,6,Focus,0.0,59.35,53.77
619,39022043448,1,9, ATK, % Tx. crit, % Res, % Accuracy, VIT, % ATK,Legend,6,Destruction,0.0,59.29,53.71
620,38880014900,1,6, ATK, % Dmg crit, VIT, HP, % Tx. crit, % ATK,Legend,6,Vampire,0.0,59.23,53.66
621,40338899875,3,9, DEF,, HP, VIT, % Tx. crit,,Héroïque,6,Revenge,0.0,59.19,53.62
622,38952807123,4,9, ATK, % Tx. crit, % Accuracy, % HP, VIT,,Héroïque,6,Will,0.0,59.16,53.59
623,28565256185,6,12, % HP, DEF, % Tx. crit, HP, % Accuracy, % ATK,Héroïque,6,Proctection,0.0,59.11,53.55
624,26878565436,1,15, ATK, % ATK, % Tx. crit, VIT, HP, % HP,Rare,6,Fatale,0.0,59.1,53.54
625,36490713785,5,9, HP, DEF, % ATK, % Tx. crit, % HP,,Héroïque,6,Swift,0.0,59.07,53.51
626,40614239296,3,15, DEF,, % Tx. crit, VIT, % Res, HP,Héroïque,6,Violent,0.0,59.06,53.51
627,41984995407,4,9, % Dmg crit, % HP, % DEF, VIT, % Res,,Héroïque,6,Rage,0.0,59.06,53.51
628,28888314687,1,15, ATK,, % ATK, % Dmg crit, VIT, HP,Héroïque,6,Violent,0.0,59.05,53.5
629,40325498167,6,15, % Res, % DEF, VIT, ATK, % ATK, HP,Héroïque,6,Endurance,80.0,58.85,53.49
630,40651322774,5,9, HP, % Res, % Dmg crit, % HP, % ATK,,Héroïque,6,Violent,0.0,59.03,53.48
631,28393114925,3,12, DEF,, VIT, % Tx. crit, % Dmg crit, % Res,Héroïque,6,Revenge,0.0,58.96,53.41
632,30611914250,1,9, ATK, % Res, VIT, % Dmg crit, % HP,,Héroïque,6,Lame,0.0,58.95,53.4
633,38953122991,1,12, ATK,, VIT, % Tx. crit, % ATK, % Dmg crit,Héroïque,6,Rage,0.0,58.88,53.34
634,39235230786,2,9, % ATK, % Dmg crit, DEF, % HP, VIT,,Héroïque,6,Proctection,0.0,58.87,53.33
635,38965265266,1,9, ATK, % Res, % ATK, % Tx. crit, % Dmg crit,,Héroïque,6,Destruction,0.0,58.84,53.3
636,37578308279,4,9, % HP, HP, % Accuracy, % Dmg crit, % DEF,,Héroïque,6,Focus,0.0,58.76,53.23
637,38900812682,2,15, VIT,, % DEF, % ATK, DEF, HP,Héroïque,6,Will,0.0,58.71,53.18
638,27348347698,1,9, ATK,, % Dmg crit, % Tx. crit, VIT,,Héroïque,5,Energy,0.0,58.62,53.1
639,39049711027,3,9, DEF, % DEF, VIT, % Dmg crit, % Tx. crit,,Héroïque,6,Will,0.0,58.59,53.08
640,37159436242,2,9, % DEF, % HP, VIT, % Res, % Tx. crit, % ATK,Legend,6,Lame,0.0,58.59,53.07
641,27027538372,6,15, % HP, ATK, HP, VIT, % Accuracy, % Tx. crit,Rare,5,Despair,60.0,58.19,53.07
642,37738304451,4,9, % HP, % Tx. crit, DEF, VIT, HP,,Héroïque,6,Revenge,0.0,58.52,53.02
643,37407932891,3,9, DEF, % HP, VIT, HP, % DEF,,Héroïque,6,Nemesis,0.0,58.47,52.97
644,40681244491,1,9, ATK, % Res, % Tx. crit, % HP, % ATK,,Héroïque,6,Vampire,0.0,58.47,52.97
645,28293370941,6,15, % HP, HP, % Accuracy, % Res, % DEF, DEF,Héroïque,6,Endurance,0.0,58.46,52.96
646,38964052419,3,9, DEF, % Tx. crit, % HP, % DEF, % Dmg crit,,Héroïque,6,Will,0.0,58.46,52.96
647,41918471183,5,9, HP,, % DEF, ATK, VIT,,Héroïque,6,Lame,0.0,58.41,52.91
648,28552774414,4,15, % Dmg crit,, VIT, % Accuracy, % ATK, ATK,Rare,6,Vampire,65.0,53.74,52.91
649,30685560194,2,15, VIT,, % Dmg crit, % Tx. crit, % HP, % ATK,Héroïque,5,Swift,30.0,61.92,52.89
650,36793599982,2,9, % DEF, DEF, % Accuracy, HP, % HP,,Héroïque,6,Lame,0.0,58.38,52.89
651,29294878396,5,15, HP,, % Tx. crit, % HP, % Dmg crit, % ATK,Rare,6,Lame,55.0,52.94,52.82
652,40631327629,6,15, % HP,, VIT, ATK, % Tx. crit, HP,Héroïque,6,Gardian,60.0,58.41,52.79
653,30915897068,5,12, HP, % Res, % Accuracy, VIT, % ATK, % DEF,Rare,6,Violent,0.0,58.21,52.73
654,27125163471,6,15, % Accuracy, ATK, % Dmg crit, VIT, % HP, % Tx. crit,Rare,5,Despair,0.0,58.19,52.71
655,29246490997,2,9, % HP, % ATK, VIT, % Dmg crit, % DEF,,Héroïque,6,Energy,0.0,58.17,52.7
656,39048846790,5,9, HP,, VIT, % ATK, % DEF,,Héroïque,6,Destruction,0.0,58.12,52.65
657,28700980030,4,15, % HP,, % Res, % Accuracy, DEF, VIT,Héroïque,5,Violent,0.0,58.06,52.6
658,36581122888,6,9, % Accuracy, % Tx. crit, VIT, DEF, % HP,,Héroïque,6,Energy,0.0,58.05,52.59
659,41694642955,4,9, % Tx. crit,, DEF, VIT, % Res,,Héroïque,6,Revenge,0.0,58.03,52.57
660,38996518100,2,9, % DEF, % Res, % Accuracy, % Tx. crit, VIT,,Héroïque,6,Will,0.0,58.01,52.55
